"COMMUNITY AREA NAME","CENSUS BLOCK","BUILDING TYPE","BUILDING_SUBTYPE","KWH JANUARY 2010","KWH FEBRUARY 2010","KWH MARCH 2010","KWH APRIL 2010","KWH MAY 2010","KWH JUNE 2010","KWH JULY 2010","KWH AUGUST 2010","KWH SEPTEMBER 2010","KWH OCTOBER 2010","KWH NOVEMBER 2010","KWH DECEMBER 2010","TOTAL KWH","ELECTRICITY ACCOUNTS","ZERO KWH ACCOUNTS","THERM JANUARY 2010","THERM FEBRUARY 2010","THERM MARCH 2010","TERM APRIL 2010","THERM MAY 2010","THERM JUNE 2010","THERM JULY 2010","THERM AUGUST 2010","THERM SEPTEMBER 2010","THERM OCTOBER 2010","THERM NOVEMBER 2010","THERM DECEMBER 2010","TOTAL THERMS","GAS ACCOUNTS","KWH TOTAL SQFT","THERMS TOTAL SQFT","KWH MEAN 2010","KWH STANDARD DEVIATION 2010","KWH MINIMUM 2010","KWH 1ST QUARTILE 2010","KWH 2ND QUARTILE 2010","KWH 3RD QUARTILE 2010","KWH MAXIMUM 2010","KWH SQFT MEAN 2010","KWH SQFT STANDARD DEVIATION 2010","KWH SQFT MINIMUM 2010","KWH SQFT 1ST QUARTILE 2010","KWH SQFT 2ND QUARTILE 2010","KWH SQFT 3RD QUARTILE 2010","KWH SQFT MAXIMUM 2010","THERM MEAN 2010","THERM STANDARD DEVIATION 2010","THERM MINIMUM 2010","THERM 1ST QUARTILE 2010","THERM 2ND QUARTILE 2010","THERM 3RD QUARTILE 2010","THERM MAXIMUM 2010","THERMS SQFT MEAN 2010","THERMS SQFT STANDARD DEVIATION 2010","THERMS SQFT MINIMUM 2010","THERMS SQFT 1ST QUARTILE 2010","THERMS SQFT 2ND QUARTILE 2010","THERMS SQFT 3RD QUARTILE 2010","THERMS SQFT MAXIMUM 2010","TOTAL POPULATION","TOTAL UNITS","AVERAGE STORIES","AVERAGE BUILDING AGE","AVERAGE HOUSESIZE","OCCUPIED UNITS","OCCUPIED UNITS PERCENTAGE","RENTER-OCCUPIED HOUSING UNITS","RENTER-OCCUPIED HOUSING PERCENTAGE","OCCUPIED HOUSING UNITS"
"Near North Side","170310814011004","Commercial","Commercial","7,308,704","7,377,123","7,826,387","8,025,640","9,572,821","10,517,949","10,758,286","10,801,571","9,661,463","8,462,267","8,573,410","7,883,091","106,768,712","25","14","324,352","270,408","250,555","189,889","205,427","136,345","309,727","380,574","157,394","172,095","193,529","262,243","2,852,538","Less than 4",,"115,456","35,589,571","59,034,382.96","231,971","231,971","2,796,215","103,740,526","103,740,526",,,,,,,,"950,846","1,645,431.06","253","253","1,459","2,850,826","2,850,826","115,456",,"115,456","115,456","115,456","115,456","115,456","0","0","1","0","0","0",,"0",,"0"
"Near North Side","170310813003001","Commercial","Commercial","4,633,774","3,573,973","3,103,263","2,789,608","2,805,872","3,297,992","3,420,346","2,984,217","2,760,738","2,966,164","4,568,215","6,031,018","42,935,180","159","61","2,633","4,881","4,053","16,961","8,620","805","613","1,000","1,143","9,372","11,794","5,525","67,400","Less than 4","5,453,937","5,453,937","21,467,590","29,772,195.04","415,469","415,469","21,467,590","42,519,711","42,519,711","2,726,969","3,840,818.07","11,100","11,100","2,726,968.5","5,442,837","5,442,837","33,700","19,776.36","19,716","19,716","33,700","47,684","47,684","2,726,969","3,840,818.07","11,100","11,100","2,726,968.5","5,442,837","5,442,837","664","637","50.5","58.5","1.54","432","0.6781","114","0.264","432"
"Near North Side","170310813004000","Commercial","Commercial","9,339","15,025","13,587","10,343","11,405","16,111","20,028","19,230","14,962","10,603","12,622","19,787","173,042","21","4","6,150","6,562","5,004","3,067","2,512","781","397","309","380","886","2,522","4,882","33,452","Less than 4","2,906","2,906","173,042",,"173,042","173,042","173,042","173,042","173,042","2,906",,"2,906","2,906","2,906","2,906","2,906","33,452",,"33,452","33,452","33,452","33,452","33,452","2,906",,"2,906","2,906","2,906","2,906","2,906","337","333","1","0","1.32","255","0.7658","79","0.31","255"
"Near North Side","170310813004001","Commercial","Commercial","255,072","225,746","229,900","198,035","310,711","391,889","384,644","348,095","362,375","255,420","257,745","280,756","3,500,388","359","65","55,600","45,499","34,287","20,839","12,618","6,464","5,209","6,410","8,667","17,292","29,843","52,583","295,311","Less than 4","419,905","419,905","3,500,388",,"3,500,388","3,500,388","3,500,388","3,500,388","3,500,388","419,905",,"419,905","419,905","419,905","419,905","419,905","295,311",,"295,311","295,311","295,311","295,311","295,311","419,905",,"419,905","419,905","419,905","419,905","419,905","507","489","43","44","1.34","378","0.773","102","0.27","378"
"Near North Side","170310813004003","Commercial","Commercial","980,980","821,421","697,347","566,634","640,636","680,080","782,247","705,089","621,666","513,721","873,023","1,299,372","9,182,216","440","115","60,839","35,050","48,730","25,256","19,689","15,615","13,214","14,388","12,865","35,107","34,310","56,728","371,791","4","937,422","937,422","2,295,554","1,947,956.72","984,082","1,134,471","1,508,635","3,456,637","5,180,864","234,355.5","208,350.31","2,300","70,933","226,867.5","397,778","481,387","92,947.75","64,112.23","30,603","39,935.5","86,915","145,960","167,358","234,355.5","208,350.31","2,300","70,933","226,867.5","397,778","481,387","709","600","24.25","46.75","1.46","484","0.8067","248","0.512","484"
"Near North Side","170310813005000","Commercial","Multi 7+","246,496","237,604","253,918","218,457","269,966","359,645","376,849","367,895","312,219","246,204","277,847","304,229","3,471,329","217","16","36,169","33,548","27,724","18,591","11,623","4,809","4,805","4,625","5,272","13,212","23,124","34,032","217,534","13","934,624","235,439","1,157,110","1,581,211.14","243,946","243,946","244,448","2,982,935","2,982,935","311,541.3","436,700.87","36,302","36,302","83,251","815,071","815,071","54,383.5","46,194.86","7,221","23,533.5","46,482","85,233.5","117,349","58,859.75","47,746.45","4,400","20,351","59,776.5","97,368.5","111,486","369","269","20.4","66.8","1.6","231","0.8587","32","0.139","231"
"Near North Side","170310813005000","Residential","Multi 7+","11,457","10,909","13,103","12,301","15,118","16,986","20,548","18,409","17,265","13,836","15,602","16,698","182,232","13","2","3,963","3,313","2,388","483","1,062","640","247","242","247","797","2,159","3,755","19,296","13","41,230","41,230","182,232",,"182,232","182,232","182,232","182,232","182,232","41,230",,"41,230","41,230","41,230","41,230","41,230","19,296",,"19,296","19,296","19,296","19,296","19,296","41,230",,"41,230","41,230","41,230","41,230","41,230","369","269","8","86","1.6","231","0.8587","32","0.139","231"
"Near North Side","170310813005001","Commercial","Multi 7+","12,616","11,704","11,409","10,262","11,212","15,014","19,733","17,685","11,557","9,444","13,477","14,995","159,108","12","0","4,977","4,083","3,207","1,492","631","293","294","278","335","991","2,789","4,754","24,124","11","43,232","43,232","159,108",,"159,108","159,108","159,108","159,108","159,108","43,232",,"43,232","43,232","43,232","43,232","43,232","24,124",,"24,124","24,124","24,124","24,124","24,124","43,232",,"43,232","43,232","43,232","43,232","43,232","238","192","7","94","1.31","182","0.9479","130","0.714","182"
"Near North Side","170310813006000","Commercial","Multi 7+","96,044","91,944","94,629","85,980","112,997","157,643","155,939","153,004","150,226","113,634","125,454","133,981","1,471,475","196","102","20,631","17,528","15,602","7,111","5,061","1,249","1,359","1,294","1,355","5,567","11,472","18,282","106,511","39","628,226","98,578","735,737.5","871,509.81","119,487","119,487","735,737.5","1,351,988","1,351,988","314,113","304,812.52","98,578","98,578","314,113","529,648","529,648","106,511",,"106,511","106,511","106,511","106,511","106,511","98,578",,"98,578","98,578","98,578","98,578","98,578","347","284","23","39.5","1.58","220","0.7746","99","0.45","220"
"Near North Side","170310813006002","Commercial","Commercial","3,883","4,024","3,974","4,130","4,878","4,875","5,347","5,358","5,947","5,878","6,210","6,056","60,560","Less than 4","0",,,,,,,,,,,,,,,"149,600",,"60,560",,"60,560","60,560","60,560","60,560","60,560","149,600",,"149,600","149,600","149,600","149,600","149,600",,,,,,,,,,,,,,,"4","0","5","15","0","0",,"0",,"0"
"Near North Side","170310814011000","Commercial","Commercial","2,692,731","2,398,875","1,934,891","1,591,373","1,769,770","1,944,880","2,343,878","2,113,500","1,954,036","1,666,670","2,051,151","3,044,478","25,506,233","347","81","16,073","27,185","9,368","21,469","8,991","8,167","10,191","8,874","6,446","8,525","17,058","22,036","164,383","Less than 4","645,955","257,955","8,502,078","7,988,617.53","1,755,819","1,755,819","6,426,904","17,323,510","17,323,510","215,318.3","160,657.61","119,700","119,700","125,455","400,800","400,800","54,794.33","51,840.05","5,900","5,900","49,335","109,148","109,148","85,985","63,445.36","12,800","12,800","119,700","125,455","125,455","622","575","14.5","77.5","1.43","435","0.7565","134","0.308","435"
"Near North Side","170310817002027","Commercial","Multi < 7","7,000","6,292","8,280","7,440","12,591","14,160","15,213","13,760","11,820","7,744","7,377","8,437","120,114","4","4","1,340","1,244","892","609","442","358","400","356","346","490","584","1,173","8,234","5","6,656","6,656","120,114",,"120,114","120,114","120,114","120,114","120,114","6,656",,"6,656","6,656","6,656","6,656","6,656","8,234",,"8,234","8,234","8,234","8,234","8,234","6,656",,"6,656","6,656","6,656","6,656","6,656","27","16","4","0","1.8","15","0.9375","5","0.3329","15"
"Near North Side","170310814011002","Commercial","Commercial","690,056","730,315","637,628","631,253","759,145","825,402","915,216","913,750","764,971","626,233","689,475","811,949","8,995,393","4","0","38,690","19,308","52,862","23,935","19,175","12,837","13,737","15,308","11,986","21,979","27,607","39,107","296,531","Less than 4","707,195","707,195","2,248,848","3,407,867.81","7,430","58,885","875,842.5","4,438,811.5","7,236,278","353,597.5","392,723.57","75,900","75,900","353,597.5","631,295","631,295","98,843.67","122,356.57","1,116","1,116","59,344","236,071","236,071","353,597.5","392,723.57","75,900","75,900","353,597.5","631,295","631,295","0","0","23.5","63.5","0","0",,"0",,"0"
"Near North Side","170310814011003","Commercial","Commercial","745,174","755,076","691,977","791,657","881,209","838,355","1,072,825","916,583","844,404","712,429","803,391","852,269","9,905,349","315","44","50,636","44,181","28,516","20,175","17,847","7,776","5,777","7,916","6,846","15,211","24,350","47,032","276,263","4","911,043","753,729","1,650,892","1,217,181.45","231,960","439,321","1,626,317","2,605,651","3,375,783","151,840.5","263,020.74","7,828","29,486","35,414","120,000","682,901","92,087.67","99,766.55","29,152","29,152","39,993","207,118","207,118","251,243","373,853.54","30,942","30,942","39,886","682,901","682,901","0","0","8","4.17","0","0",,"0",,"0"
"Near North Side","170310814011005","Commercial","Commercial","290,798","240,632","154,309","104,795","120,354","161,997","180,530","168,712","128,299","104,597","187,642","234,219","2,076,884","Less than 4","7","18,752","14,295","12,053","6,869","2,375","2,414","2,510","2,592","2,159","3,276","7,828","13,222","88,345","9","101,025","101,025","692,294.7","1,011,318.71","26,469","26,469","194,381","1,856,034","1,856,034","33,675","48,259.47","5,671","5,671","5,954","89,400","89,400","29,448.33","14,710.08","19,015","19,015","23,057","46,273","46,273","33,675","48,259.47","5,671","5,671","5,954","89,400","89,400","361","303","3.67","43","1.3","277","0.9142","102","0.368","277"
"Near North Side","170310814011005","Commercial","Multi 7+","166,559","156,346","157,690","138,844","185,176","214,510","225,301","210,120","222,134","160,191","173,797","211,579","2,222,247","300","72","22,558","18,083","13,958","8,459","13,158","9,637","27,579","21,888","8,428","3,160","2,202","3,949","153,059","Less than 4","80,000","3,500","740,749","367,819.02","371,580","371,580","743,464","1,107,203","1,107,203","40,000","51,618.80","3,500","3,500","40,000","76,500","76,500","153,059",,"153,059","153,059","153,059","153,059","153,059","3,500",,"3,500","3,500","3,500","3,500","3,500","361","303","27","39.5","1.3","277","0.9142","102","0.368","277"
"Near North Side","170310814011005","Commercial","Multi < 7","19,542","18,096","17,465","15,117","18,566","20,751","21,282","20,473","17,257","15,090","17,094","19,592","220,325","10","2","2,517","1,976","1,176","365","141","111","54","142","47","167","278","1,489","8,463","10","10,437","10,437","110,162.5","140,057.35","11,127","11,127","110,162.5","209,198","209,198","10,437",,"10,437","10,437","10,437","10,437","10,437","8,463",,"8,463","8,463","8,463","8,463","8,463","10,437",,"10,437","10,437","10,437","10,437","10,437","361","303","3","129","1.3","277","0.9142","102","0.368","277"
"Near North Side","170310816001003","Commercial","Commercial","718,203","715,176","707,138","621,429","703,376","666,251","751,523","665,185","761,415","671,503","715,790","886,432","8,583,421","530","240",,,,,,,,,,,,,,,"1,406,994",,"4,291,711","5,262,394.02","570,636","570,636","4,291,710.5","8,012,785","8,012,785","703,497","141,172.45","603,673","603,673","703,497","803,321","803,321",,,,,,,,,,,,,,,"787","760","47.5","2.5","1.43","552","0.7263","439","0.795","552"
"Near North Side","170310814011006","Commercial","Commercial","7,497","6,754","6,707","6,432","6,890","9,063","9,241","8,332","6,839","5,429","5,221","8,084","86,489","4","0","2,691","5,277","5,125","4,250","3,704","3,308","3,323","3,463","3,580","2,504","3,745","5,111","46,081","Less than 4","10,400","185,333","86,489",,"86,489","86,489","86,489","86,489","86,489","10,400",,"10,400","10,400","10,400","10,400","10,400","23,040.5","16,845.40","11,129","11,129","23,040.5","34,952","34,952","92,666.5","116,342.40","10,400","10,400","92,666.5","174,933","174,933","0","0","6.5","88","0","0",,"0",,"0"
"Near North Side","170310814031030","Commercial","Commercial","2,875","2,836","2,243","2,073","2,686","5,502","6,978","6,741","4,254","3,757","3,897","4,634","48,476","6","2","1,689","1,627","1,124","711","327","118","124","118","131","228","512","1,474","8,183","7","17,925","17,925","24,238","16,800.86","12,358","12,358","24,238","36,118","36,118","8,962.5","8,716.51","2,799","2,799","8,962.5","15,126","15,126","4,091.5","4,178.29","1,137","1,137","4,091.5","7,046","7,046","8,962.5","8,716.51","2,799","2,799","8,962.5","15,126","15,126","97","52","1","0","2.31","42","0.8077","9","0.214","42"
"Near North Side","170310814012003","Commercial","Commercial","3,964,979","3,917,114","3,212,521","5,293,180","6,385,540","7,940,301","9,615,726","8,557,622","6,918,133","5,272,867","5,055,325","5,936,745","72,070,053","8","1","194",,"234","6","206","3","155","7","99","11","128","5","1,048","Less than 4","436,802","458,987","36,035,027","50,830,528.65","92,415","92,415","36,035,026.5","71,977,638","71,977,638","218,401","292,971.31","11,239","11,239","218,401","425,563","425,563","524","626.50","81","81","524","967","967","229,493.5","277,284.15","33,424","33,424","229,493.5","425,563","425,563","0","0","4.67","8.67","0","0",,"0",,"0"
"Near North Side","170310814012011","Commercial","Commercial",,,,,,,,,,,,,,,"1","2,366","2,170","2,266","2,077","1,974","1,819","1,864","1,820","1,789","1,926","1,923","2,230","24,224","Less than 4",,"3,094,017",,,,,,,,,,,,,,,"24,224",,"24,224","24,224","24,224","24,224","24,224","3,094,017",,"3,094,017","3,094,017","3,094,017","3,094,017","3,094,017","546","385","29","84","1.65","331","0.8597","35","0.106","331"
"Near North Side","170310814012015","Commercial","Commercial","110,598","105,608","73,374","67,440","64,145","53,996","64,889","55,151","64,572","59,921","83,828","137,066","940,588","Less than 4","2","45,573","36,783","27,063","20,689","16,097","10,483","4,552","3,834","8,215","20,053","22,492","38,563","254,397","15","26,400","92,046","470,294","598,794.99","46,882","46,882","470,294","893,706","893,706","26,400",,"26,400","26,400","26,400","26,400","26,400","84,799","78,940.26","19,363","19,363","62,561","172,473","172,473","46,023","27,751.11","26,400","26,400","46,023","65,646","65,646","0","0","7","12.5","0","0",,"0",,"0"
"Near North Side","170310814021003","Commercial","Commercial","2,807,583","2,711,395","2,501,839","2,401,472","2,867,566","3,380,275","3,485,375","3,508,951","3,043,139","2,545,462","3,047,847","3,481,198","35,782,102","44","8","144,014","115,291","100,997","59,711","46,469","24,473","26,918","25,471","24,123","48,818","73,442","134,586","824,313","17","605,500","605,500","8,945,526","12,307,013.43","1,417,446","1,788,845","3,549,563.5","16,102,206","27,265,529","605,500",,"605,500","605,500","605,500","605,500","605,500","412,156.5","388,018.48","137,786","137,786","412,156.5","686,527","686,527","605,500",,"605,500","605,500","605,500","605,500","605,500","0","0","4","16","0","0",,"0",,"0"
"Near North Side","170310814021010","Commercial","Commercial","2,233,288","1,763,392","1,115,078","902,628","998,422","971,981","1,435,148","1,199,950","1,016,635","817,692","1,549,032","2,432,812","16,436,058","753","162","57,445","42,209","66,923","20,007","9,838","4,193","1,622","1,552","5,471","12,068","33,094","56,977","311,399","5","1,408,579","1,408,579","16,436,058",,"16,436,058","16,436,058","16,436,058","16,436,058","16,436,058","1,408,579",,"1,408,579","1,408,579","1,408,579","1,408,579","1,408,579","311,399",,"311,399","311,399","311,399","311,399","311,399","1,408,579",,"1,408,579","1,408,579","1,408,579","1,408,579","1,408,579","774","626","69","39","1.66","465","0.7428","129","0.2769","465"
"Near North Side","170310814022001","Commercial","Commercial","258,741","257,740","230,438","240,005","282,187","412,278","538,119","442,667","407,777","280,364","305,811","299,069","3,955,196","329","97","61,891","47,148","34,248","18,461","10,905","4,210","4,124","14,086","4,734","12,647","24,805","50,024","287,283","17","61,476","40,876","1,977,598","2,246,751.19","388,905","388,905","1,977,598","3,566,291","3,566,291","30,738","14,337.30","20,600","20,600","30,738","40,876","40,876","143,641.5","170,717.50","22,926","22,926","143,641.5","264,357","264,357","40,876",,"40,876","40,876","40,876","40,876","40,876","1,477","1,236","1.5","0","1.62","911","0.7371","424","0.465","911"
"Near North Side","170310814022001","Commercial","Multi 7+","315,350","346,498","316,989","318,424","409,582","506,260","556,350","533,102","489,944","374,381","377,492","410,343","4,954,715","390","173","70,019","55,972","39,901","20,509","8,675","4,753","4,934","4,965","5,146","13,215","33,580","64,133","325,802","Less than 4","1,434,145","1,434,145","4,954,715",,"4,954,715","4,954,715","4,954,715","4,954,715","4,954,715","1,434,145",,"1,434,145","1,434,145","1,434,145","1,434,145","1,434,145","325,802",,"325,802","325,802","325,802","325,802","325,802","1,434,145",,"1,434,145","1,434,145","1,434,145","1,434,145","1,434,145","1,477","1,236","62","21","1.62","911","0.7371","424","0.465","911"
